Course,Course Title,Class Section Availability,Course Start/End Date,Credits,Schedule,Instructor,Class Type,Delivery Method,Course Attribute,Class Comments,Avail Seats:,Course Schedule
PAS647,Pediatrics Clinical Experience,2,9/22/2025 to 10/31/2025,4,No scheduled meetings,"Kavanagh,Kimberly",,Off Campus,NA,"October 23, 2025
Callback dates 10/30/2025 &10/31/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",1 of 5,Click for Details
NUR330L##,Obstetrical Nursing Lab,2,8/18/2025 to 11/17/2025,0,M 6:30AM - 2:15PM,"Account,Test",,Off Campus,NA,"10/27/2025
Requires Associated Class NUR330-01	
Restricted to BGN major
Health/nursing requirements needed
See clinical grid for details
Times may vary by site
Transportation needed
Additional times to be arranged",1 of 8,Click for Details
PHA641,Internal Medicine Clinical Experience,3,11/3/2025 to 12/12/2025,4,No scheduled meetings,"Sedor,Melissa",,Off Campus,NA,"December 4, 2025
Callback dates 12/11/2025 &12/12/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",3 of 5,Click for Details
CIT335,Fundamentals of Cryptography,1,8/19/2025 to 12/4/2025,3,TR 9:30AM - 10:45AM,"Warner,Phillip",,On Campus,Fall Only,11/14/2025,5 of 16,Click for Details
HSJ225,Counseling Theories & Techniques,1,8/18/2025 to 12/3/2025,3,MW 9:30AM - 10:45AM,"Moore,Sarah",,On Campus,NA,W/D 11/14/2025,8 of 20,Click for Details
CIT273,Systems Administration,2,8/19/2025 to 12/4/2025,3,TR 9:30AM - 10:45AM,"Becker,David",,On Campus,NA,11/14/2025,5 of 22,Click for Details
FYE101,First Year Experience,38 ET,8/19/2025 to 12/4/2025,1,TR 2:30PM - 3:20PM,"Alexander,Michele",,On Campus,NA,11/14/2025,0 of 24,Click for Details
MTH005,Elementary Algebra I,22,8/18/2025 to 12/4/2025,3,TR 12:30PM - 1:45PM...,"Buck,Jennifer",,On Campus,NA,W/D 11/14/2025,5 of 22,Click for Details
NUR214L##,Adult Medical-Surgical Nursing II Lab,3,8/27/2025 to 11/12/2025,0,W 6:30AM - 2:15PM,"Account,Test",,Off Campus,NA,"10/29/2025
Requires Associated Class NUR214 		
Lab restricted to lecture section 01 		
Health/nursing requirements needed
See grid for details
Additional times to be arranged
Times may vary by site
Transportation needed",0 of 8,Click for Details
AMT112,Brake Systems,2,9/15/2025 to 10/10/2025,3,MTWR 8:00AM - 9:45AM...,"Faryniak,John",,On Campus,NA,10/6/2025,0 of 19,Click for Details
BBT495,Senior Seminar - Lecture,3,8/19/2025 to 12/2/2025,1,T 11:00AM - 11:50AM,"Zimmerman,Craig",,On Campus,Fall Only,11/14/2025,0 of 15,Click for Details
PHS115,College Physics I,22,8/18/2025 to 12/5/2025,4,R 8:00AM - 10:45AM...,"Hurst,Travis",,On Campus,NA,W/D 11/14/2025,10 of 20,Click for Details
ENL111,English Composition I,25,8/19/2025 to 12/4/2025,3,TR 12:30PM - 1:45PM,"Gilchrist,Brian",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,0 of 23,Click for Details
AMT274,Automotive Air Conditioning Systems & Service,3,10/13/2025 to 11/3/2025,3,MTWRF 8:00AM - 11:00AM...,"Holley,Christopher",,On Campus,NA,10/29/2025,2 of 16,Click for Details
MTH181,College Algebra & Trigonometry I,25,8/18/2025 to 12/3/2025,3,MW 3:00PM - 4:45PM,"Kulpon,Mary",,On Campus,NA,W/D 11/14/2025,7 of 25,Click for Details
DSM1551,Powertrain and Brake Systems Lab Dual,1,8/18/2025 to 12/12/2025,1,No scheduled meetings,"Weaver,Christopher",,On Campus,NA,11/14/2025,0 of 5,Click for Details
PPT119,Polymer Processing Survey - Lab,2,8/22/2025 to 12/5/2025,1,F 8:00AM - 10:45AM,"Perez,Jose",,On Campus,Fall Only,withdrawal date 11/14/2025,11 of 12,Click for Details
AMT122,Engine Principles,1,11/10/2025 to 12/12/2025,3,TR 9:00AM - 9:50AM...,"Pruden,Eric",,On Campus,NA,12/1/2025,0 of 17,Click for Details
BCM230,Construction Surveying,2,8/18/2025 to 12/5/2025,3,MF 12:00PM - 3:15PM,"Krick,Jason",,On Campus,NA,11/14/2025,0 of 14,Click for Details
BIO103,Human Anatomy & Physiology Survey,1,8/19/2025 to 12/4/2025,4,TR 11:00AM - 12:15PM...,"Hensler Jansen,Laura",,On Campus,NA,W/D 11/14/2025,4 of 24,Click for Details
PHA441,Patient History & Physical Assessment I,1,8/19/2025 to 12/2/2025,2,T 8:00AM - 11:45AM,"Mix,Cheressa; Dorman, Heather; Kavanagh, Kimberly",,On Campus,Fall Only,11/14/2025,29 of 30,Click for Details
CIT360,Data Structures & Algorithms,21,8/19/2025 to 12/4/2025,3,TR 2:00PM - 3:15PM,"Warner,Phillip",,On Campus,Fall Only,11/14/2025,6 of 17,Click for Details
AMT100,Introduction to Automotive Technology,1,8/18/2025 to 9/12/2025,3,MTWR 8:00AM - 9:45AM...,"Young,Harrison",,On Campus,NA,9/8/2025,0 of 17,Click for Details
PAS640,Family Medicine Clinical Experience,1,8/18/2025 to 9/19/2025,4,No scheduled meetings,"Dorman,Heather",,Off Campus,NA,"September 12, 2025
Callback dates 9/18/2025 & 9/19/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",0 of 5,Click for Details
BCM425,Construction Management Capstone I,1,8/19/2025 to 12/4/2025,3,TR 8:00AM - 10:15AM,"Sheppard,Wayne; Group, Brandon; Martin, Bradley",,On Campus,Fall Only,11/14/2025,6 of 20,Click for Details
ELT227,Industrial Motor Control,1,8/18/2025 to 12/3/2025,4,MW 8:00AM - 9:15AM...,"Fagnano,Vincent",,On Campus,NA,11/14/2025,0 of 17,Click for Details
GEL105,Introduction to Physical Geology,90,8/18/2025 to 12/12/2025,4,No scheduled meetings,"Ciavarella,Veronica",,Distance Learning,NA,W/D 11/14/2025,-1 of 20,Click for Details
ENL111,English Composition I,43,8/21/2025 to 12/4/2025,3,R 6:30PM - 9:15PM,"Account,Test",,On Campus,ENL111 Summer Discount,W/D 11/142025,23 of 23,Click for Details
PSY111,General Psychology,23,8/18/2025 to 12/3/2025,3,MW 2:00PM - 3:15PM,"Slamka,Susan Koons",,On Campus,NA,W/D 11/14/2025,14 of 25,Click for Details
AVI170,Aircraft Engine Troubleshooting & Inspection,1,8/18/2025 to 9/12/2025,4,MTWRF 8:00AM - 9:15AM...,"Damiani,D Michael",,On Campus,Fall Only,9/8/2025,8 of 18,Click for Details
EET209,Systems Troubleshooting Applications,1,8/19/2025 to 12/4/2025,1,TR 11:00AM - 12:15PM,"Sarge,Clark",,On Campus,Fall Only,11/14/2025,2 of 12,Click for Details
DEN204,Pharmacology,21,8/21/2025 to 12/4/2025,2,R 2:00PM - 3:45PM,"Minnick,Tiana",,On Campus,Fall Only,11/14/2025,3 of 37,Click for Details
PHA465,Diagnostic & Procedural Practices I,1,8/18/2025 to 12/4/2025,2,MR 9:30AM - 11:15AM,"Dorman,Heather; Mix, Cheressa",,On Campus,Fall Only,11/14/2025,29 of 30,Click for Details
HRT142L##,Introduction to Plant Propagation Lab,1,8/18/2025 to 12/1/2025,0,M 8:00AM - 10:45AM,"Shelinski,Justin",,On Campus,NA,WD 11/14/2025,12 of 12,Click for Details
BBT407,Building Control Networks I,1,8/18/2025 to 12/3/2025,3,MW 8:00AM - 8:50AM...,"Fisher,Andrew",,On Campus,Fall Only,11/14/2025,0 of 14,Click for Details
EET400,Digital Signal Processing,1,8/19/2025 to 12/4/2025,3,TR 12:30PM - 1:45PM,"Fedor,Christopher",,On Campus,Fall Only,11/14/2025,6 of 14,Click for Details
MTH005,Elementary Algebra I,25,8/18/2025 to 12/4/2025,3,TR 11:00AM - 12:15PM...,"Henry,LeAnn",,On Campus,NA,W/D 11/14/2025,10 of 22,Click for Details
PLH233,Basic Heating Systems,1,8/19/2025 to 12/4/2025,3,TR 1:00PM - 1:50PM...,"Swain,Nathan",,On Campus,NA,11/14/2025,0 of 18,Click for Details
AVC450,Avionics Integration Management,1,8/18/2025 to 12/5/2025,3,F 8:00AM - 10:45AM...,"Krepps,Matthew; Smith, Thomas",,On Campus,NA,11/14/2025,3 of 12,Click for Details
PHA644,Surgery Clinical Experience,2,9/22/2025 to 10/31/2025,4,No scheduled meetings,"Sedor,Melissa",,Off Campus,NA,"October 23, 2025
Callback dates 10/30/2025 &10/31/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",4 of 5,Click for Details
PSY203,Developmental Psychology,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Slamka,Susan Koons",,Distance Learning,NA,W/D 11/14/2025,0 of 25,Click for Details
ENL111,English Composition I,9,8/18/2025 to 12/3/2025,3,MW 11:00AM - 12:15PM,"Nagy,Eric",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,0 of 23,Click for Details
ART135,Art History: 16th through 20th Centuries,92,8/18/2025 to 12/13/2025,3,No scheduled meetings,"Kaplan,Gerald",,Distance Learning,NA,W/D 11/14/2025,0 of 25,Click for Details
BCT330,Residential Building Systems,2,8/18/2025 to 12/1/2025,3,M 11:00AM - 2:15PM,"Francis,Matthew",,On Campus,NA,11/14/2025,8 of 20,Click for Details
BBT239,Fundamentals of Elecronics for Building Automation Technologies,41,8/19/2025 to 12/4/2025,5,TR 12:00PM - 1:45PM...,"Seroskie,Scott",,On Campus,Fall Only,11/14/2025,11 of 15,Click for Details
FOR255,Forest Protection &  Integrated Pest Management,1,8/19/2025 to 12/4/2025,3,TR 12:00PM - 12:50PM,"Easton,Eric",,On Campus,Fall Only,"WD 11/14/25
Need FOR255 and FOR255L together",7 of 34,Click for Details
ENL111,English Composition I,4,8/19/2025 to 12/4/2025,3,TR 9:30AM - 10:45AM,"Morris,Debra",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,0 of 24,Click for Details
SGT206,Specialty Procedures I,1,8/21/2025 to 12/4/2025,4,R 8:00AM - 10:45AM,"Schiele,Tara",,On Campus,Fall Only,11/14/2025,0 of 10,Click for Details
ACH261,Architectural Design Studio II,21,8/18/2025 to 12/3/2025,3,MW 12:30PM - 2:45PM,"Komarnicki,Anthony",,On Campus,Fall Only,11/14/2025,-1 of 12,Click for Details
SPC101,Fundamentals of Speech,5,8/18/2025 to 12/5/2025,3,MWF 10:00AM - 10:50AM,"Gilchrist,Brian",,On Campus,NA,W/D 11/14/2025,4 of 20,Click for Details
ELT227,Industrial Motor Control,22,8/19/2025 to 12/4/2025,4,TR 12:30PM - 1:45PM...,"Fagnano,Vincent",,On Campus,NA,11/14/2025,9 of 15,Click for Details
ART142,Wood Sculpture,21,8/18/2025 to 12/3/2025,3,MW 2:00PM - 4:15PM,"Wilson,Mark",,On Campus,NA,W/D 11/14/2025,0 of 15,Click for Details
FIT183,Fitness Nutrition,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Miller,Emily",,Distance Learning,NA,"W/D 11/14/25 
Times to be arranged. May require identity verification fees. 100% of instruction via distance.",0 of 22,Click for Details
PSY203,Developmental Psychology,21,8/18/2025 to 12/3/2025,3,MW 9:30AM - 10:45AM,"Slamka,Susan Koons",,On Campus,NA,W/D 11/14/2025,4 of 25,Click for Details
SGT206L##,Specialty Procedures I Lab,1,8/21/2025 to 12/4/2025,0,R 11:00AM - 1:45PM,"Schiele,Tara",,On Campus,NA,11/14/2025,0 of 10,Click for Details
AVI165,Engine Electrical Systems,2,8/18/2025 to 9/12/2025,4,MTWRF 8:00AM - 9:15AM...,"Reasner,Brett",,On Campus,Fall Only,9/8/2025,1 of 18,Click for Details
MGT115,Principles of Management,91,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Budnovitch,Michele",,Distance Learning,NA,W/D 11/14/2025,0 of 20,Click for Details
HRT142L##,Introduction to Plant Propagation Lab,2,8/20/2025 to 12/3/2025,0,W 8:00AM - 10:45AM,"Shelinski,Justin",,On Campus,NA,WD 11/14/2025,13 of 13,Click for Details
BBT495,Senior Seminar - Lecture,21,8/19/2025 to 12/2/2025,1,T 1:30PM - 2:20PM,"Zimmerman,Craig",,On Campus,Fall Only,11/14/2025,3 of 14,Click for Details
RST115,Vintage Automotive Mechanical & Applications I,1,8/18/2025 to 10/9/2025,4,TR 8:30AM - 9:20AM...,"Klinger,Roy",,On Campus,Fall Only,9/30/2025,12 of 18,Click for Details
BCT117,Construction Materials & Application I,1,8/19/2025 to 12/4/2025,3,TR 2:00PM - 3:15PM,"Kahn,Bernard",,On Campus,NA,11/14/2025,13 of 18,Click for Details
BCT260,Introduction to Electrical & Mechanical Systems,4,8/18/2025 to 12/3/2025,3,MW 3:00PM - 4:15PM,"Jennings,Darin",,On Campus,NA,11/14/2025,0 of 18,Click for Details
CSC124,"Information, Technology & Society",9,8/18/2025 to 12/5/2025,3,MWF 11:00AM - 11:50AM,"Webb,Melissa",,On Campus,NA,11/14/2025,0 of 24,Click for Details
RET122,Alternating Current Essentials,1,8/18/2025 to 12/3/2025,3,MW 8:00AM - 8:50AM...,"Stefanowicz,Keith",,On Campus,NA,11/14/2025,0 of 15,Click for Details
ELT235,Industrial Electronics,22,8/18/2025 to 12/4/2025,6,MTWR 1:30PM - 2:20PM...,"Snyder,Kevin",,On Campus,NA,11/14/2025,5 of 14,Click for Details
CSC124,"Information, Technology & Society",25,8/18/2025 to 12/3/2025,3,MW 12:30PM - 1:45PM,"Budnovitch,Michele",,On Campus,NA,11/14/2025,0 of 24,Click for Details
PPT251,Blow Molding,21,8/19/2025 to 12/2/2025,4,T 11:00AM - 1:45PM...,"Perez,Jose",,On Campus,Fall Only,withdrawal date 11/14/25,4 of 12,Click for Details
ELT246,Electrical Machinery Analysis,2,8/19/2025 to 12/4/2025,3,TR 8:00AM - 8:50AM...,"Counterman,Arthur",,On Campus,NA,11/14/2025,0 of 15,Click for Details
FHD399A,Senior Capstone and Sustainability,1,8/18/2025 to 12/11/2025,4,R 1:00PM - 9:45PM...,"Farr-Lepper,Amanda",,On Campus,NA,11/14/2025,6 of 15,Click for Details
MTH230,Applied Calculus,1,8/18/2025 to 12/3/2025,3,MW 9:00AM - 10:15AM,"Haines,Evonne",,On Campus,NA,W/D 11/14/2025,12 of 20,Click for Details
MTH181,College Algebra & Trigonometry I,4,8/18/2025 to 12/3/2025,3,MW 9:00AM - 10:45AM,"Mitchell,Robert",,On Campus,NA,W/D 11/14/2025,16 of 25,Click for Details
ACH101,Introduction to Architecture,22,8/22/2025 to 12/5/2025,1,F 12:30PM - 2:15PM,"Demmien,Kara",,On Campus,Fall Only,11/14/2025,1 of 15,Click for Details
ART107,Visual Literacy for Designers,1,8/18/2025 to 12/3/2025,3,MW 11:00AM - 1:15PM,"Flynn,Brian",,On Campus,Fall Only,W/D 11/14/2025,0 of 15,Click for Details
ACC123,Introduction to Managerial Accounting,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Pacenta,JoAnn",,Distance Learning,NA,W/D 11/14/2025,-5 of 18,Click for Details
PHA645,Elective Clinical Experience,3,11/3/2025 to 12/12/2025,4,No scheduled meetings,"Kavanagh,Kimberly",,Off Campus,NA,"December 4, 2025
Callback dates 12/11/2025 &12/12/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",4 of 5,Click for Details
ELT114,Residential Electrical Theory,2,8/18/2025 to 12/3/2025,3,MW 11:30AM - 12:45PM,"Anstadt,Eric",,On Campus,NA,11/14/2025,3 of 16,Click for Details
IAS412,"IAS Awareness, Training & Education",41,8/19/2025 to 12/4/2025,3,TR 5:00PM - 6:15PM,"Maize,John",,On Campus,NA,11/14/2025,2 of 14,Click for Details
ELT111,Direct Current Fundamentals,21,8/18/2025 to 12/4/2025,5,TR 10:30AM - 11:20AM...,"Yokitis,Kevin",,On Campus,NA,11/14/2025,10 of 15,Click for Details
ART202,Introduction to Three-Dimensional Design,21,8/18/2025 to 12/3/2025,3,MW 2:00PM - 4:15PM,"Moyer,David",,On Campus,Fall Only,W/D 11/14/2025,1 of 12,Click for Details
PAS641,Internal Medicine Clinical Experience,3,11/3/2025 to 12/12/2025,4,No scheduled meetings,"Sedor,Melissa",,Off Campus,NA,"December 4, 2025
Callback dates 12/11/2025 &12/12/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",2 of 5,Click for Details
BIO115,Human Anatomy & Physiology I,22,8/19/2025 to 12/5/2025,4,F 11:00AM - 1:45PM...,"Kule,Chris",,On Campus,NA,W/D 11/14/25,5 of 24,Click for Details
HTH126,Pathology & Mental Health,1,8/18/2025 to 12/1/2025,3,M 11:00AM - 1:45PM,"Covone,Michael",,On Campus,Fall Only,W/D 11/14/25,15 of 30,Click for Details
AVI110,Aviation Fundamentals I,2,9/15/2025 to 10/10/2025,2,MTWRF 8:00AM - 11:00AM,"Thompson,Nicholas",,On Campus,Fall Only,10/6/2025,13 of 20,Click for Details
AMT236,Engine Performance,1,10/13/2025 to 11/7/2025,4,MTWR 8:00AM - 11:15AM...,"Probst,Charles",,On Campus,NA,11/3/2025,4 of 16,Click for Details
HSJ115,Introduction to Human Services & Restorative Justice,1,8/18/2025 to 12/3/2025,3,MW 11:00AM - 12:15PM,"Alberti,Susan",,On Campus,NA,W/D 11/14/2025,2 of 15,Click for Details
CHM210,Organic Chemistry I,1,8/19/2025 to 12/4/2025,3,TR 9:30AM - 10:45AM,"Butzler,Kelly",,On Campus,Fall Only,W/D 11/14/2025,14 of 20,Click for Details
AVI210,Composite Aircraft Structures,2,10/29/2025 to 11/10/2025,2,MTWRF 8:00AM - 9:15AM...,"Robison,Michael",,On Campus,Fall Only,11/7/2025,2 of 18,Click for Details
PPT129,Polymer Testing Lab,2,8/20/2025 to 12/3/2025,1,W 8:00AM - 10:45AM,"Barilla,Adam",,On Campus,Fall Only,withdrawal date 11/14/25,12 of 12,Click for Details
EET247L##,Networking II Lab,1,8/18/2025 to 12/5/2025,0,MWF 10:00AM - 10:50AM,"Becker,David",,On Campus,NA,11/14/2025,5 of 19,Click for Details
FYE101,First Year Experience,07 NHS,8/18/2025 to 12/3/2025,1,MW 8:00AM - 8:50AM,"Covone,Michael",,On Campus,NA,11/14/2025,0 of 24,Click for Details
PPT316,Mechanical Properties & Testing,1,8/18/2025 to 12/5/2025,4,M 8:00AM - 10:45AM...,"Perez,Jose",,On Campus,Fall Only,withdrawal date 11/14/25,4 of 12,Click for Details
DSG328,Parametric Modeling & FEA Applications for Welders,2,8/19/2025 to 12/4/2025,3,TR 8:00AM - 10:15AM,"Krawiec,Catherine",,On Campus,NA,11/14/2025,2 of 18,Click for Details
NUR272,Psychosocial Nursing,91,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Account,Test",,Distance Learning,NA,"11/14/25
Restricted to RN Major 
Thurs 6 pm to 7:45 pm Synchronous online
Requires Associated Class NUR272L
Webcam required for exam proctoring
May require identity verification fees
100% instruction via distance",6 of 16,Click for Details
CIT482,Data Science Principles,1,8/19/2025 to 12/4/2025,3,TR 11:00AM - 12:15PM,"McNett,Alicia",,On Campus,Fall Only,11/14/2025,0 of 15,Click for Details
QAL303,Advanced Radiographic Testing of Materials,21,8/19/2025 to 12/4/2025,4,TR 12:30PM - 3:15PM,"Nau,Michael",,On Campus,NA,withdrawal date 11/14/25,8 of 15,Click for Details
MGT410,Management of Organizational Behavior,98,8/18/2025 to 12/1/2025,3,M 9:00AM - 10:45AM,"Keeley,Todd",,Hybrid,NA,"W/D 11/14/2025 
33% online",-4 of 15,Click for Details
DSM289,"Diesel Electronic Fuels: Systems, Operation & Diagnostics",02 - DG,8/19/2025 to 12/4/2025,5,TR 8:00AM - 9:15AM,"Jaconetta,Andrew",,On Campus,Fall Only,WD 11/14/2025,5 of 24,Click for Details
ELT115,Residential Electrical Lab,22,8/18/2025 to 12/3/2025,2,MW 1:00PM - 3:45PM,"Anstadt,Eric",,On Campus,NA,11/14/2025,12 of 16,Click for Details
DSM242L##,Diesel Equipment Air Conditioning Systems Lab,1,8/20/2025 to 12/3/2025,0,W 8:00AM - 10:45AM,"Conklin,Brad",,On Campus,NA,WD 11/14/2025,0 of 15,Click for Details
MTH005,Elementary Algebra I,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Yoder,Kimberly",,Distance Learning,NA,W/D 11/14/2025,8 of 20,Click for Details
MET311,Computer Solutions of Engineering Problems,1,8/18/2025 to 12/3/2025,3,MW 8:00AM - 10:15AM,"Rankinen,Jeffrey",,On Campus,NA,11/14/2025,-1 of 16,Click for Details
BBT414,Building Automation Programming,2,8/19/2025 to 12/4/2025,3,TR 10:30AM - 11:20AM...,"Fisher,Andrew",,On Campus,Fall Only,11/14/2025,0 of 14,Click for Details
HEO131,Earthwork Site Preparation,1,8/19/2025 to 12/2/2025,3,T 10:00AM - 11:45AM,"Keister,Andrew",,On Campus,Fall Only,WD 11/14/2025,9 of 36,Click for Details
PPT497,Polymer Engineering Technology Senior Project,22,8/22/2025 to 12/5/2025,3,F 1:00PM - 2:15PM,"Rice,Vii",,On Campus,Fall Only,withdrawal date 11/14/25,5 of 5,Click for Details
HEO100,"Tools, Hardware & Basic Safety",2,8/20/2025 to 12/3/2025,2,W 11:00AM - 12:45PM,"Peck,Ryan",,On Campus,Fall Only,WD 11/14/2025,6 of 11,Click for Details
MTH183,College Algebra & Trigonometry II,1,8/19/2025 to 12/4/2025,3,TR 9:00AM - 10:45AM,"Owens,Edwin",,On Campus,NA,W/D 11/14/2025,0 of 25,Click for Details
ACC113,Introduction to Financial Accounting,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Nolan,Robert",,Distance Learning,NA,W/D 11/14/2025,0 of 20,Click for Details
RST100,Automotive History in the 20th Century,21,8/18/2025 to 12/3/2025,3,MW 3:30PM - 4:45PM,"Pruden,Eric",,On Campus,Fall Only,11/14/2025,18 of 25,Click for Details
FYE101,First Year Experience,57 ET,8/18/2025 to 12/3/2025,1,MW 5:00PM - 5:50PM,"Myers,Shelley",,On Campus,NA,11/14/2025,4 of 24,Click for Details
FYE101,First Year Experience,90 ONLIN,8/18/2025 to 12/5/2025,1,No scheduled meetings,"Evans,Tina",,Distance Learning,NA,11/14/2025,16 of 24,Click for Details
PHS114,Physics with Technological Applications,21,8/18/2025 to 12/3/2025,4,T 12:30PM - 3:15PM...,"LeBlanc,Joseph",,On Campus,NA,W/D 11/14/2025,17 of 20,Click for Details
BIO108,Principles of Biology I,1,8/18/2025 to 12/5/2025,4,MWF 11:00AM - 11:50AM...,"Avery,Karen",,On Campus,NA,W/D 11/14/2025,4 of 20,Click for Details
ENL111,English Composition I,30,8/18/2025 to 12/3/2025,3,MW 3:30PM - 4:45PM,"Stubbs,Lisa",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,0 of 23,Click for Details
SPC101,Fundamentals of Speech,4,8/19/2025 to 12/4/2025,3,TR 9:30AM - 10:45AM,"Disalvo,Karen",,On Campus,NA,W/D 11/14/2025,5 of 20,Click for Details
FYE101,First Year Experience,06 ET,8/20/2025 to 12/5/2025,1,WF 10:00AM - 10:50AM,"Rich,Tammy",,On Campus,NA,11/14/2025,5 of 24,Click for Details
WEL240,Basic CNC Programming,1,8/18/2025 to 12/3/2025,3,MW 9:30AM - 11:45AM,"Allen,Michael",,On Campus,NA,withdrawal date 11/14/25,0 of 15,Click for Details
CSC124,"Information, Technology & Society",47,8/18/2025 to 12/3/2025,3,MW 5:00PM - 6:15PM,"Account,Test",,On Campus,NA,11/14/2025,0 of 24,Click for Details
NUR213L##,LPN-RN Role Transition & Medical - Surgical Nursing I Lab,1,9/5/2025 to 11/21/2025,0,F 6:30AM - 2:15PM,"Account,Test",,Off Campus,NA,"11/05/2025
Requires Associated Class NUR213-90	
Restricted to NL/NLD major
Health/nursing requirements needed
See clinical grid for details
Times may vary by site
Transportation needed
Additional times to be arranged",8 of 8,Click for Details
EET234,Cisco Systems,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Rice,Mark",,Distance Learning,NA,11/14/2025,23 of 25,Click for Details
PSY111,General Psychology,2,8/18/2025 to 12/3/2025,3,MW 9:30AM - 10:45AM,"Wahl,Jennifer",,On Campus,NA,W/D 11/14/2025,0 of 25,Click for Details
CSC132,Introduction to Gaming & Simulation,1,8/18/2025 to 12/3/2025,3,MW 11:00AM - 12:15PM,"McNett,Alicia",,On Campus,Fall Only,11/14/2025,1 of 22,Click for Details
EET494,Senior Project Design,42,8/19/2025 to 12/2/2025,1,T 4:30PM - 5:20PM,"Account,Test",,On Campus,Fall Only,11/14/2025,1 of 14,Click for Details
SPC101,Fundamentals of Speech,23,8/19/2025 to 12/4/2025,3,TR 2:00PM - 3:15PM,"Boone,George",,On Campus,NA,W/D 11/14/2025,6 of 20,Click for Details
FYE101,First Year Experience,48 ET,8/18/2025 to 12/3/2025,1,MW 3:00PM - 3:50PM,"Felix,Ashlee",,On Campus,NA,11/14/2025,1 of 24,Click for Details
EET303,Industrial Electronics & Applications,2,8/19/2025 to 12/4/2025,3,TR 8:00AM - 10:15AM,"Moser,Randall",,On Campus,NA,11/14/2025,0 of 16,Click for Details
GEL105,Introduction to Physical Geology,41,8/19/2025 to 12/4/2025,4,TR 5:00PM - 6:15PM...,"Ciavarella,Veronica",,On Campus,NA,W/D 11/14/2025,-5 of 20,Click for Details
DSM120,Basic Electricity,3,8/18/2025 to 12/3/2025,4,MW 8:00AM - 11:45AM,"Account,Test",,On Campus,NA,WD 11/14/2025,12 of 15,Click for Details
AVI115,Aviation Fundamentals II,2,10/13/2025 to 11/10/2025,2,MTWRF 11:45AM - 12:35PM...,"Thompson,Nicholas",,On Campus,Fall Only,11/3/2025,9 of 20,Click for Details
SOC111,Introduction to Sociology,22,8/19/2025 to 12/4/2025,3,TR 2:00PM - 3:15PM,"Cooley,Rob",,On Campus,NA,W/D 11/14/2025,12 of 25,Click for Details
MTH005,Elementary Algebra I,44,8/18/2025 to 12/4/2025,3,TR 6:30PM - 7:45PM...,"Account,Test",,On Campus,NA,W/D 11/14/2025,0 of 21,Click for Details
FYE101,First Year Experience,43 ET,8/19/2025 to 12/4/2025,1,TR 12:00PM - 12:50PM,"Cotner,David",,On Campus,NA,11/14/2025,6 of 24,Click for Details
FYE101,First Year Experience,49 BCM,8/18/2025 to 12/1/2025,1,M 3:00PM - 4:45PM,"Sheppard,Wayne",,On Campus,NA,11/14/2025,24 of 24,Click for Details
ABM350,Automotive Management Strategic Planning & Personnel,98,8/20/2025 to 12/3/2025,3,W 2:30PM - 3:45PM,"Garner,Ronald",,Hybrid,NA,"11/14/2025
50% in-person/50% distance learning",11 of 16,Click for Details
ENL121,English Composition II,1,8/19/2025 to 12/4/2025,3,TR 11:00AM - 12:15PM,"Morris,Debra",,On Campus,NA,W/D 11/14/2025,7 of 20,Click for Details
PHL110,Introduction to Philosophy,21,8/19/2025 to 12/4/2025,3,TR 12:30PM - 1:45PM,"Vetock,Jeffrey",,On Campus,NA,W/D 11/14/2025,8 of 25,Click for Details
HSJ261,Families in Crisis,1,8/19/2025 to 12/4/2025,3,TR 9:30AM - 10:45AM,"Alberti,Susan",,On Campus,NA,W/D 11/14/2025,5 of 20,Click for Details
MGT355,Quantitative Methods for Business,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Nededog,Jose",,Distance Learning,NA,W/D 11/14/2025,-1 of 15,Click for Details
WEL133,Flux Cored Arc Welding,23,8/18/2025 to 10/10/2025,4,MW 12:00PM - 12:50PM...,"Nolan,Matthew",,On Campus,Fall Only,withdraw date 9/30/2025,0 of 15,Click for Details
DEN104L##,Preventive Dentistry Lab,2,8/20/2025 to 12/3/2025,0,W 11:00AM - 12:15PM,"Clossen,Tammy; Hicks, Jill; Motel, Bridget",,On Campus,NA,11/14/2025,20 of 20,Click for Details
