Course,Course Title,Class Section Availability,Course Start/End Date,Credits,Schedule,Instructor,Class Type,Delivery Method,Course Attribute,Class Comments,Avail Seats:,Course Schedule
AVI205,Sheet Metal Aircraft Structures,02,11/11/2025 to 12/12/2025,4.00,MTWRF 8:00AM - 9:15AM...,"Miller,Ethan",,On Campus,Fall Only,12/01/2025,5 of 18,Click for Details
MTH183,College Algebra & Trigonometry II,22,8/19/2025 to 12/4/2025,3.00,TR 1:30PM - 3:15PM,"Owens,Edwin",,On Campus,NA,W/D 11/14/2025,0 of 24,Click for Details
AMT276,Electrical/Electronic Accessory Service,03,11/5/2025 to 12/12/2025,4.00,MTWRF 8:00AM - 11:45AM...,"Holley,Christopher",,On Campus,NA,12/08/2025,2 of 16,Click for Details
MTH005,Elementary Algebra I,22,8/18/2025 to 12/4/2025,3.00,TR 12:30PM - 1:45PM...,"Buck,Jennifer",,On Campus,NA,W/D 11/14/2025,6 of 22,Click for Details
IAS492A##,IAS Seminar I,21,8/20/2025 to 12/3/2025,1.00,W 4:00PM - 4:50PM,"Heimbach,Allen",,On Campus,Fall Only,11/14/2025,2 of 14,Click for Details
MTH004,Pre-Algebra,41,8/19/2025 to 12/4/2025,3.00,TR 5:00PM - 7:15PM,"Account,Test; Myers, Shelley",,On Campus,NA,W/D 11/14/2025,0 of 25,Click for Details
WEL209,Advanced Semi-Automatic Processes,22,8/18/2025 to 10/9/2025,4.00,TR 12:00PM - 12:50PM...,"Rhinehart,Ty",,On Campus,Fall Only,withdraw date 9/30/2025,-2 of 15,Click for Details
NUR186L##,Foundations of Nursing Lab,02,8/18/2025 to 11/24/2025,0.00,M 6:30AM - 12:30PM,"Account,Test",,Off Campus,NA,"11/3/2025
Requires Associated Class NUR 186		
Lab restricted to lecture section NUR 186-01	
Lab/Sim Days on Grid are 8 am to 1:45 pm	
Health/nursing requirements needed
Additional times to be arranged
Times may vary by site
Transportation needed",10 of 10,Click for Details
CIT230,Fundamentals of Information Security,21,8/19/2025 to 12/4/2025,3.00,TR 12:30PM - 1:45PM,"Yoas,Daniel",,On Campus,NA,11/14/2025,4 of 18,Click for Details
PAS541,Patient History & Physical Assessment I,01,8/19/2025 to 12/2/2025,2.00,T 8:00AM - 11:45AM,"Mix,Cheressa; Dorman, Heather; Kavanagh, Kimberly",,On Campus,Fall Only,11/14/2025,5 of 30,Click for Details
NUR306,Adult Health Nursing I,01,8/20/2025 to 12/4/2025,6.00,R 8:00AM - 10:45AM...,"Account,Test",,On Campus,NA,"11/14/25
Restricted to BGN Major 
Requires Associated Class NUR 306L
Webcam required for exam proctoring
May require identity verification fees",0 of 27,Click for Details
FYE101,First Year Experience,40 ARCH,8/19/2025 to 12/4/2025,1.00,TR 12:30PM - 1:20PM,"Jabbour,Naim",,On Campus,NA,11/14/2025,13 of 24,Click for Details
ELT115,Residential Electrical Lab,03,8/19/2025 to 12/4/2025,2.00,TR 11:30AM - 2:15PM,"Anstadt,Eric",,On Campus,NA,11/14/2025,3 of 16,Click for Details
CIT344,Operating Systems Concepts I,22,8/19/2025 to 12/4/2025,3.00,TR 2:00PM - 3:15PM,"Account,Test",,On Campus,Fall Only,11/14/2025,1 of 15,Click for Details
ART180,Drawing,04,8/19/2025 to 12/4/2025,3.00,TR 11:00AM - 1:15PM,"Anderson,Kathryn",,On Campus,NA,11/14/2025,12 of 18,Click for Details
FOR254L##,Basic Tree Felling & Timber Operations Lab,03,8/22/2025 to 12/5/2025,0.00,F 8:00AM - 1:45PM,"Easton,Eric",,On Campus,NA,WD 11/14/2025,10 of 11,Click for Details
BBT407,Building Control Networks I,02,8/18/2025 to 12/3/2025,3.00,MW 10:30AM - 11:20AM...,"Fisher,Andrew",,On Campus,Fall Only,11/14/2025,0 of 14,Click for Details
MTH108,Elementary Algebra II,42,8/18/2025 to 12/4/2025,3.00,R 6:30PM - 7:20PM...,"Account,Test",,On Campus,NA,W/D 11/14/2025,3 of 21,Click for Details
NUR229,Adult Medical-Surgical Nursing III,21,8/22/2025 to 12/5/2025,5.00,F 12:00PM - 2:45PM,"Account,Test",,On Campus,NA,"11/14/25
Restricted to Major NR	
May require identity verification fees
Requires Associated Class NUR229L		
Webcam required for exam proctoring",7 of 26,Click for Details
CCD104,Detailing I,01,8/18/2025 to 12/5/2025,3.00,MWF 9:00AM - 10:45AM...,"Miller,Craig",,On Campus,Fall Only,11/14/2025,8 of 18,Click for Details
AMT122,Engine Principles,03,9/15/2025 to 10/10/2025,3.00,TR 9:00AM - 9:50AM...,"Pruden,Eric",,On Campus,NA,10/06/2025,1 of 19,Click for Details
SPC101,Fundamentals of Speech,22,8/19/2025 to 12/4/2025,3.00,TR 2:00PM - 3:15PM,"Hill,Joshua",,On Campus,NA,W/D 11/14/2025,0 of 20,Click for Details
NUR204,Introduction to Professional Nursing,21,8/21/2025 to 12/4/2025,3.00,R 12:00PM - 2:45PM,"Furman,Melissa",,On Campus,NA,"11/14/25
Restricted to BGN major
Webcam required for exam proctoring
May require identity verification fees",30 of 30,Click for Details
HTH415,Introduction to Global Health,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Saxe,Mary Jo",,Distance Learning,NA,"W/D 11/14/25  
Times to be arranged. May require identity verification fees. 100% of instruction via distance.",0 of 22,Click for Details
PAS646,Women's Health Clinical Experience,03,11/3/2025 to 12/12/2025,4.00,No scheduled meetings,"Mix,Cheressa",,Off Campus,NA,"December 4, 2025
Callback dates 12/11/2025 &12/12/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",4 of 5,Click for Details
ELT114,Residential Electrical Theory,01,8/18/2025 to 12/3/2025,3.00,MW 8:00AM - 9:15AM,"Raup,Joseph",,On Campus,NA,11/14/2025,0 of 16,Click for Details
ACC480,Accounting Internship,01,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Nolan,Robert",,Off Campus,NA,W/D 11/14/2025,5 of 5,Click for Details
ACH239,Construction Documents - Commercial,41,8/19/2025 to 12/4/2025,3.00,TR 5:00PM - 8:15PM,"Daneker,David",,On Campus,Fall Only,11/14/2025,-1 of 18,Click for Details
NUR311,The Philosophy of Professional Nursing,90,10/13/2025 to 12/12/2025,3.00,No scheduled meetings,"Account,Test",,Distance Learning,Fall Only,"12/2/25
Webcam required for exam proctoring
May require identity verification fees
100% instruction via distance",5 of 28,Click for Details
PHS125,College Physics II,01,8/18/2025 to 12/5/2025,4.00,T 8:00AM - 10:45AM...,"Keebaugh,Christof",,On Campus,NA,W/D 11/14/2025,12 of 20,Click for Details
DSM245,Allison Transmissions,01,8/19/2025 to 12/4/2025,3.00,T 8:00AM - 11:45AM...,"Sones,Mark",,On Campus,NA,WD 11/14/2025,4 of 15,Click for Details
FHD117,Purchasing,02,8/22/2025 to 12/5/2025,2.00,F 10:00AM - 11:45AM,"Farr-Lepper,Amanda",,On Campus,NA,W/D 11/14/2025,-1 of 16,Click for Details
BCT308,Residential Management II,02,8/19/2025 to 12/4/2025,2.00,TR 1:30PM - 2:15PM,"Kruppenbacher,Peter",,On Campus,NA,11/14/2025,3 of 18,Click for Details
BEM240,Introduction to Homeland Security,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Schlosser,William",,Distance Learning,NA,W/D 11/14/2025,9 of 10,Click for Details
CCD237,Technical Drawing - Related Disciplines,01,8/18/2025 to 12/5/2025,4.00,MWF 8:00AM - 10:15AM,"Tomassacci,Kendra",,On Campus,Fall Only,11/14/2025,-1 of 18,Click for Details
HSJ115,Introduction to Human Services & Restorative Justice,21,8/19/2025 to 12/4/2025,3.00,TR 2:00PM - 3:15PM,"Alberti,Susan",,On Campus,NA,W/D 11/14/2025,6 of 15,Click for Details
NUR272L##,Psychosocial Nursing Lab,01,8/18/2025 to 12/2/2025,0.00,MT 6:30AM - 2:15PM,"Account,Test",,Off Campus,NA,"11/14/2025
Requires Associated Class NUR272		
Lab restricted to lecture section 21		
Health/nursing requirements needed
See clinical grid for details
Additional times to be arranged
Times may vary by site
Transportation needed",7 of 26,Click for Details
BCM199B,Introduction to Plan Reading,02,10/13/2025 to 12/12/2025,1.00,MF 10:00AM - 11:45AM,"Account,Test",,On Campus,NA,12/2/2025,17 of 20,Click for Details
PHS222,Imaging Physics,21,8/18/2025 to 12/5/2025,4.00,F 11:00AM - 1:45PM...,"LeBlanc,Joseph",,On Campus,NA,W/D 11/14/2025,5 of 20,Click for Details
BIX331,Design Studio I,01,8/18/2025 to 12/3/2025,3.00,MW 10:00AM - 12:15PM,"Ask,Thomas",,On Campus,NA,11/14/2025,8 of 16,Click for Details
SPC301,Organizational Communication,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Hill,Joshua",,Distance Learning,Spring Only,11/14/2025,0 of 1,Click for Details
MTH005,Elementary Algebra I,02,8/18/2025 to 12/4/2025,3.00,MW 11:00AM - 11:50AM...,"Lingafelt,Felicia",,On Campus,NA,W/D 11/14/2025,5 of 22,Click for Details
NUR214L##,Adult Medical-Surgical Nursing II Lab,21,8/27/2025 to 11/12/2025,0.00,W 2:30PM - 10:15PM,"Account,Test",,Off Campus,NA,"10/29/2025
Requires Associated Class NUR214 		
Lab restricted to lecture section 01 		
Health/nursing requirements needed
See grid for details
Additional times to be arranged
Times may vary by site
Transportation needed",1 of 8,Click for Details
MTH181,College Algebra & Trigonometry I,41,8/18/2025 to 12/3/2025,3.00,MW 5:00PM - 6:45PM,"Kulpon,Mary",,On Campus,NA,W/D 11/14/2025,2 of 25,Click for Details
AMT276,Electrical/Electronic Accessory Service,02,8/18/2025 to 9/19/2025,4.00,MTWRF 8:00AM - 11:45AM...,"Holley,Christopher",,On Campus,NA,9/15/2025,3 of 16,Click for Details
DSM236L##,Heavy Equipment Machine Electronics & Diagnostic Procedures Lab,02,8/19/2025 to 12/2/2025,0.00,T 8:00AM - 10:45AM,"Fry,Jeremy",,On Campus,NA,WD 11/14/2025,2 of 18,Click for Details
MCM152,Introduction to Cinema,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Account,Test",,Distance Learning,NA,W/D 11/14/2025,0 of 27,Click for Details
CIT498,Senior Project,21,8/18/2025 to 12/3/2025,3.00,MW 12:30PM - 1:45PM,"Krepshaw,Robert",,On Campus,NA,11/14/2025,5 of 15,Click for Details
PHA647,Pediatrics Clinical Experience,01,8/18/2025 to 9/19/2025,4.00,No scheduled meetings,"Kavanagh,Kimberly",,Off Campus,NA,"September 12, 2025
Callback dates 9/18/2025 & 9/19/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",3 of 5,Click for Details
SPA111,Beginning Spanish I,01,8/19/2025 to 12/4/2025,3.00,TR 11:00AM - 12:15PM,"Account,Test",,On Campus,NA,W/D 11/14/2025,8 of 20,Click for Details
ACR221,Refrigeration Applications - Commercial Installation/Service,01,8/19/2025 to 12/4/2025,4.00,TR 11:30AM - 12:20PM...,"Manbeck,Stephen",,On Campus,NA,11/14/2025,-4 of 16,Click for Details
AVC405,Avionics Auxiliary Systems,01,8/18/2025 to 12/3/2025,2.00,MW 12:30PM - 1:20PM,"Krepps,Matthew",,On Campus,Fall Only,11/14/2025,0 of 18,Click for Details
PPT410,Advanced Injection Molding,21,8/18/2025 to 12/3/2025,3.00,M 8:00AM - 10:45AM...,"Sneidman,Mark",,On Campus,Fall Only,withdrawal date 11/14/25,6 of 14,Click for Details
MTH157,Business Statistics,21,8/18/2025 to 12/3/2025,3.00,MW 12:00PM - 1:15PM,"Lambert,Lisa",,On Campus,NA,W/D 11/14/2025,11 of 25,Click for Details
HEO131L##,Earthwork Site Preparation Lab,02,8/19/2025 to 12/2/2025,0.00,T 3:00PM - 5:45PM,"Keister,Andrew",,On Campus,NA,WD 11/14/2025,5 of 12,Click for Details
ENL201,Technical & Professional Communication,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Nagy,Eric",,Distance Learning,NA,W/D 11/14/2025,0 of 24,Click for Details
SOC111,Introduction to Sociology,01,8/19/2025 to 12/4/2025,3.00,TR 11:00AM - 12:15PM,"Bjorkman,David",,On Campus,NA,W/D 11/14/2025,8 of 25,Click for Details
CCD238,Engineering Drawing Dimension & Tolerance Specifications,21,8/19/2025 to 12/4/2025,3.00,TR 1:00PM - 3:15PM,"Tomassacci,Kendra",,On Campus,Fall Only,11/14/2025,0 of 18,Click for Details
ENL111,English Composition I,28,8/18/2025 to 12/5/2025,3.00,MWF 1:00PM - 1:50PM,"Martin,Jeremy",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,0 of 20,Click for Details
ART135,Art History: 16th through 20th Centuries,91,8/18/2025 to 12/13/2025,3.00,No scheduled meetings,"Wilson,Mark",,Distance Learning,NA,W/D 11/14/2025,-1 of 25,Click for Details
CSC124,"Information, Technology & Society",27 AVC,8/18/2025 to 12/3/2025,3.00,MW 3:30PM - 4:45PM,"Keyser,Korey",,On Campus,NA,11/14/2025,2 of 22,Click for Details
WEL240,Basic CNC Programming,41,8/18/2025 to 12/3/2025,3.00,MW 5:00PM - 7:15PM,"Meck,Allan",,On Campus,NA,withdraw date 11/14/25,-1 of 15,Click for Details
EET205,Network Maintenance Laboratory,01,8/19/2025 to 12/4/2025,1.00,TR 2:00PM - 3:15PM,"Rice,Mark",,On Campus,NA,11/14/2025,5 of 17,Click for Details
EET303,Industrial Electronics & Applications,01,8/18/2025 to 12/3/2025,3.00,MW 8:00AM - 10:15AM,"Moser,Randall",,On Campus,NA,11/14/2025,0 of 12,Click for Details
MET315,Engineering Economics,21,8/18/2025 to 12/3/2025,3.00,MW 12:30PM - 1:45PM,"Barilla,Adam",,On Campus,NA,11/14/2025,13 of 20,Click for Details
BHV400,Commercial Refrigeration Systems Design,01,8/18/2025 to 12/3/2025,3.00,MW 12:00PM - 2:15PM,"Kishbaugh,Bradley",,On Campus,Fall Only,11/14/2025,-1 of 18,Click for Details
ELT240,Construction Lab IV-Practical Experience,01,8/19/2025 to 12/4/2025,3.00,TR 8:00AM - 12:15PM,"Morse,Darrin",,On Campus,NA,11/14/2025,4 of 10,Click for Details
ENL201,Technical & Professional Communication,41,8/18/2025 to 12/1/2025,3.00,M 6:30PM - 9:15PM,"Account,Test",,On Campus,NA,W/D 11/14/2025,0 of 24,Click for Details
BCT104,Construction Safety & Equipment,04,8/21/2025 to 12/4/2025,1.00,R 12:30PM - 1:20PM...,"Jones,Robert",,On Campus,NA,11/14/2025,0 of 18,Click for Details
NUR320,Adult Health Nursing II,01,8/19/2025 to 12/2/2025,7.00,T 9:00AM - 11:45AM,"Account,Test",,On Campus,NA,"11/14/25
Restricted to BGN Major 
Requires Associated Class NUR 320L
Webcam required for exam proctoring
May require identity verification fees",0 of 15,Click for Details
MLS105,Introduction to the Army,21,8/20/2025 to 12/3/2025,1.00,W 3:30PM - 4:20PM,"Williams,Harry",,On Campus,NA,11/14/2025,17 of 20,Click for Details
FYE101,First Year Experience,30 NHS,8/18/2025 to 12/3/2025,1.00,MW 2:00PM - 2:50PM,"Etzweiler,Jessica",,On Campus,NA,11/14/2025,0 of 24,Click for Details
NUR205,Perspectives on Aging,98,8/18/2025 to 12/5/2025,3.00,T 12:00PM - 2:45PM,"Account,Test",,Hybrid,NA,"11/14/25
Restricted to BGN major
Webcam required for exam proctoring
May require identity verification fees
10% instruction via distance",30 of 30,Click for Details
WEL252,Welding Blueprint & Layout II,21,8/18/2025 to 12/3/2025,3.00,MW 2:30PM - 3:20PM...,"Colton,James",,On Campus,NA,withdraw date 11/14/25,0 of 15,Click for Details
CST210,Concrete Construction Estimating,98,8/19/2025 to 12/2/2025,3.00,T 5:00PM - 6:45PM,"Dibucci,Joseph",,Hybrid,NA,"11/14/2025
60% in person and 40% online.",1 of 18,Click for Details
ACH112,Architectural History,02,8/19/2025 to 12/4/2025,3.00,TR 9:00AM - 11:15AM,"Account,Test",,On Campus,NA,11/14/2025,0 of 20,Click for Details
EET145,Networking I,02,8/18/2025 to 12/5/2025,4.00,MWF 11:00AM - 11:50AM,"Crossen,John",,On Campus,NA,11/14/2025,17 of 22,Click for Details
MGT301,Business Law I,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Derr,Kevin",,Distance Learning,NA,W/D 11/14/2025,-3 of 20,Click for Details
CST204,Decorative Concrete,02,8/22/2025 to 12/5/2025,3.00,M 8:00AM - 9:45AM...,"Hintz,Harry",,On Campus,NA,11/14/2025,11 of 13,Click for Details
PAS642,Emergency Medicine Clinical Experience,01,8/18/2025 to 9/19/2025,4.00,No scheduled meetings,"Dorman,Heather",,Off Campus,NA,"September 12, 2025
Callback dates 9/18/2025 & 9/19/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",3 of 5,Click for Details
FYE101,First Year Experience,32 ET,8/19/2025 to 12/4/2025,1.00,TR 2:00PM - 2:50PM,"Perez,Jose",,On Campus,NA,11/14/2025,8 of 24,Click for Details
DSM242,Diesel Equipment Air Conditioning Systems,02,8/18/2025 to 12/1/2025,2.00,M 1:00PM - 1:50PM,"Conklin,Brad",,On Campus,NA,WD 11/14/2025,-1 of 30,Click for Details
BCM304,Advanced Estimating & Cost Control,02,8/18/2025 to 12/5/2025,3.00,MF 10:30AM - 12:45PM,"Group,Brandon",,On Campus,NA,11/14/2025,2 of 20,Click for Details
ART320,Environmental Graphic Design,01,8/18/2025 to 12/3/2025,3.00,MW 8:00AM - 10:15AM,"Flynn,Brian",,On Campus,Fall Only,W/D 11/14/2025,2 of 14,Click for Details
MTT222,Fixture Design & Fabrication,01,10/13/2025 to 12/12/2025,4.00,MW 8:00AM - 8:50AM...,"Upcraft,John",,On Campus,NA,12/2/2025,0 of 14,Click for Details
HEO141,Heavy Equipment Electrical Systems,02,8/18/2025 to 12/3/2025,2.00,M 1:00PM - 1:50PM...,"Peck,Ryan",,On Campus,Fall Only,WD 11/14/2025,5 of 12,Click for Details
NUR525,Trends in Nursing & Health Care,90,8/18/2025 to 10/10/2025,3.00,No scheduled meetings,"Account,Test",,Distance Learning,NA,"9/30/2025
Webcam required for exam proctoring
May require identity verification fees
100% instruction via distance
Times to be arranged",0 of 3,Click for Details
BEM221,Crisis Communication,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Account,Test",,Distance Learning,NA,W/D 11/14/2025,5 of 20,Click for Details
RAD220L##,Radiographic Anatomy & Positioning III Lab,03,8/22/2025 to 12/5/2025,0.00,F 10:00AM - 11:15AM,"Cao,Qiang",,On Campus,NA,11/14/2025,0 of 7,Click for Details
WEL102,Welding Blueprint & Layout,21,8/19/2025 to 12/4/2025,3.00,TR 12:00PM - 2:15PM,"Allen,Michael",,On Campus,NA,withdrawal date 11/14/25,4 of 15,Click for Details
EET116,Electronic Circuits & Devices I,03,8/18/2025 to 12/5/2025,5.00,MWF 8:00AM - 8:50AM...,"Tombasco,Mario",,On Campus,NA,11/14/2025,6 of 14,Click for Details
WEL119,Shielded Metal Arc Welding,03,8/18/2025 to 10/9/2025,4.00,TR 7:00AM - 7:50AM...,"Turnbach,Timothy",,On Campus,Fall Only,withdraw date 9/30/25,2 of 15,Click for Details
ECO111,Principles of Macroeconomics,02,8/18/2025 to 12/3/2025,3.00,MW 11:00AM - 12:15PM,"Baumgardner,Gerald",,On Campus,NA,W/D 11/14/2025,0 of 25,Click for Details
MTH005,Elementary Algebra I,43,8/18/2025 to 12/4/2025,3.00,WR 6:30PM - 7:45PM...,"Account,Test",,On Campus,NA,W/D 11/14/2025,0 of 22,Click for Details
ABC210,Collision-Related Mechanical Application,01,8/21/2025 to 12/5/2025,2.00,RF 8:00AM - 10:45AM,"Bruckhart,Loren",,On Campus,Fall Only,11/14/2025,8 of 18,Click for Details
ELT114,Residential Electrical Theory,22,8/19/2025 to 12/4/2025,3.00,TR 2:00PM - 3:15PM,"Leisey,Lacy",,On Campus,NA,11/14/2025,5 of 16,Click for Details
NUR353,Teaching & Learning Concepts & Strategies,91,8/18/2025 to 10/10/2025,2.00,No scheduled meetings,"Account,Test",,Distance Learning,NA,"9/30/25
Webcam required for exam proctoring
May require identity verification fees
100% instruction via distance",6 of 28,Click for Details
PAS524,Pathophysiology I,01,8/18/2025 to 12/3/2025,2.00,W 8:00AM - 8:50AM...,"Kavanagh,Kimberly",,On Campus,Fall Only,11/14/2025,5 of 30,Click for Details
BSD420,Renewable Energy Technologies,01,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Gerring,Dorothy",,On Campus,Fall Only,11/14/2025,0 of 1,Click for Details
NUR271L##,Nursing Care of Children Lab,71,8/30/2025 to 11/22/2025,0.00,S 6:30AM - 3:15PM,"Account,Test",,Off Campus,NA,"10/31/2025
Requires Associated Class NUR271-90	
Restricted to NL/NLD major
Health/nursing requirements needed
See clinical grid for details
Times may vary by site
Transportation needed
Additional times to be arranged",0 of 6,Click for Details
WEL249,Robotic Welding,25,8/19/2025 to 12/4/2025,3.00,TR 5:00PM - 6:45PM...,"Biddle,Aaron",,On Campus,NA,withdraw date 11/14/25,0 of 15,Click for Details
MGT115,Principles of Management,91,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Budnovitch,Michele",,Distance Learning,NA,W/D 11/14/2025,-2 of 20,Click for Details
CIT160,Introduction to Programming,22,8/18/2025 to 12/3/2025,3.00,MW 3:30PM - 4:45PM,"Maize,John",,On Campus,NA,11/14/2025,20 of 22,Click for Details
BCT238,Concrete Construction,03,8/19/2025 to 12/4/2025,3.00,T 9:30AM - 10:20AM...,"Dibucci,Joseph",,On Campus,NA,11/14/2025,1 of 13,Click for Details
BCT117,Construction Materials & Application I,03,8/19/2025 to 12/4/2025,3.00,TR 5:00PM - 6:15PM,"Rainey,Katherine",,On Campus,NA,11/14/2025,1 of 18,Click for Details
FHD138,Cakes & Decorations,21,10/3/2025 to 11/21/2025,1.00,F 2:00PM - 8:45PM,"Keeley,Todd",,On Campus,NA,W/D 11/10/25,-1 of 16,Click for Details
WEL249,Robotic Welding,01,8/18/2025 to 12/3/2025,3.00,MW 8:00AM - 9:15AM...,"Rhinehart,Ty",,On Campus,NA,withdraw date 11/14/25,0 of 15,Click for Details
CAD122,3D Parametric Modeling Using Autodesk Inventor(R),21,8/18/2025 to 12/3/2025,3.00,MW 12:00PM - 2:15PM,"Tomassacci,Kendra",,On Campus,NA,11/14/2025,11 of 18,Click for Details
SPC201,Interpersonal Communication,90,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Hill,Joshua",,Distance Learning,NA,W/D 11/14/2025,0 of 21,Click for Details
ENL111,English Composition I,91,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Account,Test",,Distance Learning,ENL111 Summer Discount,W/D 11/14/2025,10 of 23,Click for Details
EET246,Robotics & Fluid Power,01,8/19/2025 to 12/4/2025,3.00,TR 8:00AM - 10:15AM,"Kinley,Kenneth",,On Campus,Fall Only,11/14/2025,0 of 12,Click for Details
PHS103,Physics Survey,42,8/18/2025 to 12/3/2025,3.00,MW 6:30PM - 7:45PM,"Herr,Ronald",,On Campus,NA,W/D 11/14/2025,0 of 23,Click for Details
BCT342,Contemporary Issues in Residential Construction,01,8/19/2025 to 12/4/2025,2.00,TR 9:30AM - 10:20AM,"Jones,Robert",,On Campus,NA,11/14/2025,6 of 18,Click for Details
ELT111,Direct Current Fundamentals,02,8/19/2025 to 12/4/2025,5.00,TR 8:00AM - 9:45AM...,"Hart,Jon",,On Campus,NA,11/14/2025,0 of 15,Click for Details
CSC124,"Information, Technology & Society",22,8/18/2025 to 12/5/2025,3.00,MWF 12:00PM - 12:50PM,"Webb,Melissa",,On Campus,NA,11/14/2025,0 of 24,Click for Details
DSM119,Fuel Systems,01,8/19/2025 to 12/4/2025,2.00,TR 2:00PM - 2:50PM,"Fry,Jeremy",,On Campus,NA,WD 11/14/2025,5 of 22,Click for Details
BIO125,Human Anatomy & Physiology II,42,8/18/2025 to 12/3/2025,4.00,MW 5:00PM - 6:15PM...,"Allar,Michael",,On Campus,NA,W/D 11/14/25,3 of 24,Click for Details
FOR243,An Introduction to GIS/GPS,01,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Easton,Eric",,Hybrid,Fall Only,11/14/2025,0 of 1,Click for Details
ACR253,Advanced Controls for HVAC,01,8/18/2025 to 12/3/2025,4.00,MW 8:00AM - 8:50AM...,"Copp,Jacob",,On Campus,NA,11/14/2025,-1 of 18,Click for Details
BCT259,Trim & Millwork,04,8/19/2025 to 12/4/2025,5.00,TR 10:00AM - 10:50AM...,"Jones,Clifford",,On Campus,NA,11/14/2025,5 of 18,Click for Details
IAS413,Contingency Planning,21,8/18/2025 to 12/3/2025,3.00,MW 12:30PM - 1:45PM,"Yoas,Daniel",,On Campus,NA,11/14/2025,1 of 14,Click for Details
NUR340L##,Pediatric Nursing Lab,03,8/20/2025 to 11/5/2025,0.00,W 6:30AM - 2:15PM,"Account,Test",,Off Campus,NA,"10/15/2025
Requires Associated Class NUR340-01	
Restricted to BGN major
Health/nursing requirements needed
See clinical grid for details
Times may vary by site
Transportation needed
Additional times to be arranged",2 of 10,Click for Details
NUR431,Adult Health Nursing III,21,8/18/2025 to 12/1/2025,7.00,MR 12:00PM - 1:15PM...,"Account,Test",,On Campus,NA,"11/14/25
Restricted to BGN Major 
Requires Associated Class NUR 431L
Webcam required for exam proctoring
May require identity verification fees",0 of 20,Click for Details
DSG325,Design for Manufacturability,01,8/18/2025 to 12/3/2025,3.00,MW 8:00AM - 10:15AM,"Krawiec,Catherine",,On Campus,Fall Only,11/14/2025,3 of 18,Click for Details
ACC341,Intermediate Accounting I,21,8/18/2025 to 12/3/2025,3.00,MW 3:30PM - 4:45PM,"Pacenta,JoAnn",,On Campus,Fall Only,W/D 11/14/2025,5 of 15,Click for Details
PAS644,Surgery Clinical Experience,02,9/22/2025 to 10/31/2025,4.00,No scheduled meetings,"Sedor,Melissa",,Off Campus,NA,"October 23, 2025
Callback dates 10/30/2025 &10/31/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",1 of 5,Click for Details
PLH113,Mechanical Systems Design & Operation,04,8/18/2025 to 12/5/2025,4.00,MW 12:00PM - 12:50PM...,"Swain,Nathan",,On Campus,NA,11/14/2025,1 of 13,Click for Details
ENL111,English Composition I,14,8/19/2025 to 12/4/2025,3.00,TR 9:30AM - 10:45AM,"Stubbs,Lisa",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,0 of 23,Click for Details
MTR104,Basics of Medical Terminology,91,8/18/2025 to 12/12/2025,3.00,No scheduled meetings,"Miller,Emily",,Distance Learning,NA,"W/D 11/14/25 
Times to be arranged. May require identity verification fees. 100% of instruction via distance.",2 of 30,Click for Details
CIT240,Introduction to UNIX/Linux,23,8/19/2025 to 12/4/2025,3.00,TR 12:30PM - 1:45PM,"Account,Test",,On Campus,NA,11/14/2025,13 of 22,Click for Details
CIM102,Introduction to CAD/CAM,21,8/18/2025 to 12/3/2025,3.00,MW 1:00PM - 3:15PM,"Davies,Luke",,On Campus,NA,11/14/2025,13 of 22,Click for Details
PTA230L##,Clinical Neurology Lab,21,8/20/2025 to 12/3/2025,0.00,W 1:00PM - 3:45PM,"Breon,Autumn",,On Campus,NA,11/14/2025,0 of 5,Click for Details
FHD118,Sanitation,41,8/21/2025 to 10/9/2025,1.00,R 6:30PM - 8:15PM,"Keeley,Todd",,On Campus,NA,W/D 9/30/2025,-1 of 24,Click for Details
AMT266,Engine Repair,03,8/18/2025 to 10/10/2025,4.00,MTWR 8:00AM - 9:15AM...,"Tavani,Joseph",,On Campus,NA,9/30/2025,2 of 16,Click for Details
DEN109,Orofacial Anatomy,01,8/21/2025 to 12/4/2025,3.00,R 8:00AM - 10:45AM,"Saxe,Mary Jo",,On Campus,Fall Only,11/14/2025,40 of 40,Click for Details
